Game,PlayerFinalHandSum,DealerFinalHandSum,PlayerNumCards,DealerNumCards,DealerVisibleCard,PlayerActions,PlayerHandProgression,Outcome
8650,21,21,3,3,3,Hit Stick,14 21,Draw
8651,15,24,2,3,6,Stick,15,Win
8652,16,19,2,3,5,Stick,16,Loss
8653,23,20,3,2,10,Hit,13,Loss
8654,22,19,4,2,9,Hit Hit,9 16,Loss
8655,19,25,2,3,10,Stick,19,Win
8656,20,18,2,3,2,Stick,20,Win
8657,18,18,2,3,4,Stick,18,Draw
8658,14,18,3,3,10,Hit Stick,7 14,Loss
8659,18,20,2,3,10,Stick,18,Loss
8660,20,25,2,4,1,Stick,20,Win
8661,13,23,3,4,9,Hit Stick,12 13,Win
8662,22,8,3,2,5,Hit,12,Loss
8663,17,20,2,3,8,Stick,17,Loss
8664,27,19,3,2,10,Hit,17,Loss
8665,15,21,3,3,10,Hit Stick,16 15,Loss
8666,18,20,2,3,6,Stick,18,Loss
8667,13,18,2,3,10,Stick,13,Loss
8668,20,20,2,2,1,Stick,20,Draw
8669,15,18,2,5,10,Stick,15,Loss
8670,13,17,2,3,7,Stick,13,Loss
8671,24,20,3,2,10,Hit,14,Loss
8672,16,20,2,3,3,Stick,16,Loss
8673,18,20,2,3,1,Stick,18,Loss
8674,19,20,3,3,6,Hit Stick,9 19,Loss
8675,15,21,3,3,3,Hit Stick,18 15,Loss
8676,21,26,3,4,6,Hit Stick,11 21,Win
8677,20,18,2,2,8,Stick,20,Win
8678,14,18,2,4,5,Stick,14,Loss
8679,15,25,2,4,10,Stick,15,Win
8680,18,22,3,3,6,Hit Stick,11 18,Win
8681,27,20,4,2,10,Hit Hit,10 17,Loss
8682,18,17,3,2,6,Hit Stick,13 18,Win
8683,15,18,4,3,4,Hit Hit Stick,15 14 15,Loss
8684,19,25,2,5,4,Stick,19,Win
8685,21,23,3,3,3,Hit Stick,11 21,Win
8686,28,20,3,2,10,Hit,18,Loss
8687,21,18,4,3,3,Hit Hit Stick,13 15 21,Win
8688,17,21,2,4,9,Stick,17,Loss
8689,16,19,2,4,4,Stick,16,Loss
8690,19,18,2,2,10,Stick,19,Win
8691,22,21,3,2,1,Hit,15,Loss
8692,19,19,2,3,6,Stick,19,Draw
8693,23,17,4,2,9,Hit Hit,13 13,Loss
8694,19,18,2,3,3,Stick,19,Win
8695,20,17,4,4,6,Hit Hit Stick,7 12 20,Win
8696,20,19,2,3,6,Stick,20,Win
8697,23,9,3,2,7,Hit,13,Loss
8698,17,19,3,3,2,Hit Stick,14 17,Loss
