Game,PlayerFinalHandSum,DealerFinalHandSum,PlayerNumCards,DealerNumCards,DealerVisibleCard,PlayerActions,PlayerHandProgression,Outcome
8514,13,17,4,3,7,Hit Hit Stick,9 11 13,Loss
8515,21,17,2,3,10,Stick,21,Win
8516,20,21,3,2,1,Hit Stick,12 20,Loss
8517,20,17,2,2,7,Stick,20,Win
8518,18,17,3,2,9,Hit Stick,12 18,Win
8519,28,20,4,2,10,Hit Hit,14 18,Loss
8520,21,22,2,3,10,Stick,21,Win
8521,17,18,2,3,6,Stick,17,Loss
8522,20,18,2,3,2,Stick,20,Win
8523,17,25,2,3,5,Stick,17,Win
8524,19,18,4,2,8,Hit Hit Stick,6 12 19,Win
8525,19,20,3,2,10,Hit Stick,9 19,Loss
8526,18,23,3,4,1,Hit Stick,8 18,Win
8527,15,23,3,3,4,Hit Stick,11 15,Win
8528,19,25,3,4,8,Hit Stick,9 19,Win
8529,17,17,3,3,10,Hit Stick,20 17,Draw
8530,18,20,3,3,2,Hit Stick,8 18,Loss
8531,26,18,4,2,8,Hit Hit,12 17,Loss
8532,20,20,2,2,9,Stick,20,Draw
8533,13,25,2,3,10,Stick,13,Win
8534,18,22,3,3,5,Hit Stick,8 18,Win
8535,21,20,3,3,5,Hit Stick,14 21,Win
8536,27,18,4,2,10,Hit Hit,10 17,Loss
8537,19,17,4,2,10,Hit Hit Stick,13 14 19,Win
8538,21,17,2,3,10,Stick,21,Win
8539,22,19,4,2,10,Hit Hit,10 12,Loss
8540,20,19,2,2,8,Stick,20,Win
8541,20,23,3,3,3,Hit Stick,10 20,Win
8542,21,19,3,2,10,Hit Stick,16 21,Win
8543,24,17,3,2,7,Hit,14,Loss
8544,18,18,4,2,10,Hit Hit Stick,9 17 18,Draw
8545,21,18,3,3,10,Hit Stick,11 21,Win
8546,17,23,3,3,6,Hit Stick,7 17,Win
8547,17,18,2,4,4,Stick,17,Loss
8548,24,8,3,2,6,Hit,14,Loss
8549,24,20,4,2,10,Hit Hit,8 14,Loss
8550,12,23,2,4,10,Stick,12,Win
8551,21,23,3,3,10,Hit Stick,11 21,Win
8552,25,20,4,2,10,Hit Hit,7 15,Loss
8553,18,17,2,4,2,Stick,18,Win
8554,24,19,4,2,10,Hit Hit,14 18,Loss
8555,19,22,3,3,10,Hit Stick,12 19,Win
8556,21,20,3,2,10,Hit Stick,15 21,Win
8557,16,17,3,2,1,Hit Stick,12 16,Loss
8558,17,24,2,4,5,Stick,17,Win
8559,23,18,3,2,8,Hit,13,Loss
8560,24,21,3,2,1,Hit,18,Loss
8561,15,20,2,3,1,Stick,15,Loss
8562,18,23,2,4,10,Stick,18,Win
8563,13,21,2,3,10,Stick,13,Loss
8564,24,15,4,2,6,Hit Hit,7 14,Loss
8565,20,20,2,2,10,Stick,20,Draw
8566,21,20,2,3,10,Stick,21,Win
8567,20,18,2,2,8,Stick,20,Win
8568,18,22,2,4,7,Stick,18,Win
8569,16,22,3,5,3,Hit Stick,6 16,Win
8570,20,22,2,3,10,Stick,20,Win
8571,14,18,3,3,10,Hit Stick,7 14,Loss
8572,20,21,3,3,2,Hit Stick,13 20,Loss
8573,17,23,2,4,7,Stick,17,Win
8574,19,17,2,3,10,Stick,19,Win
8575,26,20,5,2,10,Hit Hit Hit,7 18 16,Loss
8576,19,19,2,3,8,Stick,19,Draw
8577,18,25,2,4,5,Stick,18,Win
8578,16,17,2,3,5,Stick,16,Loss
8579,18,17,3,3,9,Hit Stick,10 18,Win
8580,20,20,2,3,7,Stick,20,Draw
8581,18,21,4,2,1,Hit Hit Stick,12 15 18,Loss
8582,21,18,3,3,4,Hit Stick,20 21,Win
8583,16,23,2,3,3,Stick,16,Win
8584,20,20,3,2,10,Hit Stick,13 20,Draw
8585,15,17,3,3,7,Hit Stick,5 15,Loss
8586,19,24,2,3,6,Stick,19,Win
8587,15,22,3,3,3,Hit Stick,12 15,Win
8588,26,20,3,2,10,Hit,16,Loss
8589,18,21,2,2,1,Stick,18,Loss
8590,20,21,2,3,10,Stick,20,Loss
8591,19,17,4,3,5,Hit Hit Stick,10 14 19,Win
8592,24,19,4,2,9,Hit Hit,12 14,Loss
8593,19,17,2,3,2,Stick,19,Win
8594,13,19,2,3,3,Stick,13,Loss
8595,18,21,2,3,10,Stick,18,Loss
8596,20,24,2,3,4,Stick,20,Win
8597,21,24,4,4,3,Hit Hit Stick,13 14 21,Win
8598,19,20,2,2,10,Stick,19,Loss
8599,21,20,2,3,10,Stick,21,Win
8600,22,19,3,2,10,Hit,15,Loss
8601,12,20,2,3,10,Stick,12,Loss
8602,16,18,2,3,7,Stick,16,Loss
8603,21,22,2,5,4,Stick,21,Win
8604,20,20,2,4,2,Stick,20,Draw
8605,22,18,3,2,10,Hit,16,Loss
8606,25,20,4,2,9,Hit Hit,12 15,Loss
8607,23,5,5,2,3,Hit Hit Hit,5 7 13,Loss
8608,26,20,3,2,10,Hit,16,Loss
8609,20,20,5,2,9,Hit Hit Hit Stick,11 15 16 20,Draw
8610,20,20,2,3,5,Stick,20,Draw
8611,21,17,2,2,8,Stick,21,Win
8612,19,24,2,3,8,Stick,19,Win
8613,21,24,2,4,3,Stick,21,Win
8614,12,19,2,3,6,Stick,12,Loss
8615,18,20,2,4,3,Stick,18,Loss
8616,20,17,2,2,7,Stick,20,Win
8617,22,12,3,2,2,Hit,14,Loss
8618,23,17,4,2,7,Hit Hit,7 13,Loss
8619,20,25,3,3,5,Hit Stick,12 20,Win
8620,26,21,4,2,10,Hit Hit,6 16,Loss
8621,15,19,4,4,2,Hit Hit Stick,8 13 15,Loss
8622,17,17,3,3,1,Hit Stick,14 17,Draw
8623,23,18,3,2,9,Hit,17,Loss
8624,24,18,3,2,8,Hit,15,Loss
8625,18,18,3,3,10,Hit Stick,12 18,Draw
8626,23,20,3,2,10,Hit,18,Loss
8627,13,18,2,5,8,Stick,13,Loss
8628,23,10,4,2,6,Hit Hit,14 13,Loss
8629,17,19,2,3,4,Stick,17,Loss
8630,15,21,3,3,10,Hit Stick,8 15,Loss
8631,24,13,5,2,5,Hit Hit Hit,13 13 19,Loss
8632,22,20,3,2,10,Hit,17,Loss
8633,20,21,2,2,1,Stick,20,Loss
8634,22,15,3,2,5,Hit,12,Loss
8635,20,19,3,4,2,Hit Stick,13 20,Win
8636,21,17,2,3,2,Stick,21,Win
8637,21,20,3,2,10,Hit Stick,14 21,Win
8638,15,24,2,4,1,Stick,15,Win
8639,22,21,3,2,1,Hit,13,Loss
8640,24,20,3,2,10,Hit,18,Loss
8641,21,21,3,3,6,Hit Stick,12 21,Draw
8642,18,18,2,4,8,Stick,18,Draw
