Game,PlayerFinalHandSum,DealerFinalHandSum,PlayerNumCards,DealerNumCards,DealerVisibleCard,PlayerActions,PlayerHandProgression,Outcome
8636,20,18,3,2,8,Hit Stick,13 20,Win
8637,20,19,2,2,9,Stick,20,Win
8638,27,19,5,2,9,Hit Hit Hit,15 16 17,Loss
8639,17,26,2,4,10,Stick,17,Win
8640,17,19,3,3,3,Hit Stick,16 17,Loss
8641,19,20,3,2,10,Hit Stick,11 19,Loss
8642,18,21,4,3,6,Hit Hit Stick,5 12 18,Loss
8643,17,17,2,2,7,Stick,17,Win
8644,20,17,2,3,2,Stick,20,Win
8645,20,21,2,3,9,Stick,20,Loss
8646,14,20,2,4,3,Stick,14,Loss
8647,17,18,3,3,10,Hit Stick,10 17,Loss
8648,21,19,3,2,9,Hit Stick,15 21,Win
8649,21,20,3,2,10,Hit Stick,10 21,Win
8650,18,19,2,3,7,Stick,18,Loss
8651,23,18,4,2,10,Hit Hit,11 15,Loss
8652,13,24,2,3,9,Stick,13,Win
8653,18,18,2,2,7,Stick,18,Win
8654,21,26,2,4,4,Stick,21,Win
8655,12,25,2,3,10,Stick,12,Win
8656,20,18,2,3,3,Stick,20,Win
8657,25,20,3,2,10,Hit,15,Loss
8658,22,17,4,2,7,Hit Hit,10 13,Loss
8659,20,19,3,2,10,Hit Stick,18 20,Win
8660,20,21,3,2,10,Hit Stick,17 20,Loss
8661,18,21,4,3,1,Hit Hit Stick,8 12 18,Loss
8662,15,22,3,3,4,Hit Stick,15 15,Win
8663,16,19,3,5,2,Hit Stick,9 16,Loss
8664,16,26,3,3,6,Hit Stick,10 16,Win
8665,23,20,3,2,10,Hit,13,Loss
8666,23,18,3,2,10,Hit,13,Loss
8667,22,19,3,2,9,Hit,15,Loss
8668,21,18,2,3,5,Stick,21,Win
8669,13,23,2,3,7,Stick,13,Win
8670,17,17,3,2,6,Hit Stick,14 17,Win
8671,19,17,3,3,3,Hit Stick,14 19,Win
8672,20,17,2,3,9,Stick,20,Win
8673,13,20,2,3,2,Stick,13,Loss
8674,19,18,3,2,8,Hit Stick,17 19,Win
8675,18,17,3,2,7,Hit Stick,8 18,Win
8676,23,21,3,2,10,Hit,15,Loss
8677,20,18,2,3,8,Stick,20,Win
8678,22,12,3,2,5,Hit,12,Loss
8679,18,23,2,3,6,Stick,18,Win
8680,18,25,4,3,9,Hit Hit Stick,9 12 18,Win
8681,15,25,2,4,7,Stick,15,Win
8682,20,21,4,3,10,Hit Hit Stick,17 18 20,Loss
8683,20,23,2,3,3,Stick,20,Win
8684,19,18,3,3,5,Hit Stick,10 19,Win
8685,12,23,2,4,4,Stick,12,Win
8686,17,25,2,3,6,Stick,17,Win
8687,18,26,2,4,10,Stick,18,Win
8688,17,17,4,2,7,Hit Hit Stick,12 15 17,Win
8689,22,15,3,2,10,Hit,12,Loss
8690,21,22,3,3,7,Hit Stick,11 21,Win
8691,23,16,3,2,6,Hit,13,Loss
8692,18,17,3,3,5,Hit Stick,10 18,Win
8693,20,19,3,2,9,Hit Stick,15 20,Win
8694,21,17,4,2,7,Hit Hit Stick,12 16 21,Win
8695,21,24,2,3,10,Stick,21,Win
8696,22,17,4,2,10,Hit Hit,12 14,Loss
8697,13,23,2,3,4,Stick,13,Win
8698,17,25,3,3,6,Hit Stick,17 17,Win
8699,14,22,3,3,5,Hit Stick,9 14,Win
8700,17,25,2,3,8,Stick,17,Win
8701,22,20,4,2,10,Hit Hit,9 19,Loss
8702,14,22,2,3,4,Stick,14,Win
8703,21,19,3,2,9,Hit Stick,13 21,Win
8704,18,17,3,2,10,Hit Stick,12 18,Win
8705,15,26,2,5,10,Stick,15,Win
8706,16,20,2,3,3,Stick,16,Loss
8707,20,20,2,2,1,Stick,20,Win
8708,26,20,5,2,10,Hit Hit Hit,17 13 16,Loss
8709,13,25,2,3,10,Stick,13,Win
8710,22,16,3,2,8,Hit,14,Loss
8711,19,17,3,2,10,Hit Stick,10 19,Win
8712,21,22,2,3,10,Stick,21,Win
8713,24,19,4,2,9,Hit Hit,13 18,Loss
8714,14,22,4,4,4,Hit Hit Stick,5 16 14,Win
8715,21,17,3,2,7,Hit Stick,11 21,Win
8716,21,18,3,2,10,Hit Stick,14 21,Win
8717,21,18,3,4,1,Hit Stick,11 21,Win
8718,12,22,2,3,3,Stick,12,Win
8719,19,20,4,5,3,Hit Hit Stick,13 15 19,Loss
8720,18,17,2,4,1,Stick,18,Win
8721,19,18,2,3,7,Stick,19,Win
8722,19,26,2,3,6,Stick,19,Win
8723,25,9,3,2,2,Hit,15,Loss
8724,17,26,2,3,6,Stick,17,Win
8725,15,26,2,3,6,Stick,15,Win
8726,23,20,3,2,10,Hit,15,Loss
8727,17,22,2,4,10,Stick,17,Win
8728,27,20,3,2,10,Hit,18,Loss
8729,19,17,3,2,7,Hit Stick,14 19,Win
8730,19,20,2,2,9,Stick,19,Loss
8731,5,18,2,3,2,Stick,5,Loss
8732,14,25,3,3,5,Hit Stick,7 14,Win
8733,15,18,4,3,10,Hit Hit Stick,12 15 15,Loss
8734,8,21,2,3,2,Stick,8,Loss
8735,12,21,2,2,1,Stick,12,Loss
8736,25,11,3,2,8,Hit,15,Loss
8737,16,18,2,2,1,Stick,16,Loss
8738,23,18,3,2,9,Hit,13,Loss
8739,20,26,3,4,6,Hit Stick,16 20,Win
8740,17,24,3,4,2,Hit Stick,7 17,Win
8741,17,18,2,2,7,Stick,17,Loss
8742,20,20,4,2,9,Hit Hit Stick,13 15 20,Win
8743,18,25,2,4,10,Stick,18,Win
8744,18,21,2,3,1,Stick,18,Loss
8745,19,17,4,2,10,Hit Hit Stick,11 15 19,Win
8746,16,19,2,4,9,Stick,16,Loss
8747,19,20,2,4,7,Stick,19,Loss
8748,20,26,2,3,10,Stick,20,Win
8749,18,18,2,2,1,Stick,18,Win
8750,21,19,3,4,3,Hit Stick,11 21,Win
8751,25,20,4,2,9,Hit Hit,13 18,Loss
8752,20,22,4,4,5,Hit Hit Stick,12 18 20,Win
8753,17,20,2,3,2,Stick,17,Loss
8754,19,19,3,2,10,Hit Stick,16 19,Win
8755,26,20,5,2,10,Hit Hit Hit,6 16 18,Loss
8756,19,22,2,6,1,Stick,19,Win
8757,21,20,3,2,10,Hit Stick,15 21,Win
8758,20,18,2,3,4,Stick,20,Win
8759,21,17,3,4,4,Hit Stick,12 21,Win
8760,18,18,3,2,10,Hit Stick,13 18,Win
8761,16,18,3,2,1,Hit Stick,10 16,Loss
8762,19,21,2,3,10,Stick,19,Loss
8763,20,18,3,2,7,Hit Stick,13 20,Win
8764,20,20,3,2,10,Hit Stick,16 20,Win
8765,16,23,2,3,10,Stick,16,Win
8766,23,21,3,2,1,Hit,17,Loss
8767,14,18,2,3,5,Stick,14,Loss
8768,18,26,3,3,10,Hit Stick,8 18,Win
8769,19,19,2,5,10,Stick,19,Win
8770,13,25,2,4,2,Stick,13,Win
8771,21,20,3,2,10,Hit Stick,18 21,Win
8772,15,23,3,3,3,Hit Stick,5 15,Win
8773,18,19,3,5,1,Hit Stick,8 18,Loss
